x,y
-90.18556701030928,0.624765478424015
-85.73195876288659,0.7598499061913695
-80.72164948453609,0.9174484052532834
-76.26804123711341,1.075046904315197
-71.62886597938144,1.2213883677298312
-67.36082474226804,1.3677298311444652
-63.83505154639175,1.519699812382739
-59.93814432989691,1.6604127579737336
-55.855670103092784,1.7954971857410882
-52.329896907216494,1.9418386491557225
-48.43298969072165,2.0938086303939962
-44.72164948453608,2.217636022514071
-41.01030927835051,2.3358348968105065
-36.92783505154639,2.465290806754221
-32.65979381443299,2.577861163227017
-27.64948453608247,2.7016885553470917
-22.268041237113394,2.797373358348968
-17.072164948453604,2.893058161350844
-11.50515463917526,2.9437148217636024
-5.010309278350519,2.9943714821763603
1.298969072164951,3.0
7.7938144329896915,2.9831144465290804
13.546391752577321,2.926829268292683
18.927835051546396,2.848030018761726
23.01030927835052,2.774859287054409
27.835051546391753,2.679174484052533
31.54639175257732,2.5891181988742966
35.25773195876289,2.49343339587242
39.34020618556701,2.375234521575985
43.23711340206185,2.24577861163227
46.76288659793815,2.1163227016885555
50.65979381443299,1.9812382739212007
54.556701030927854,1.8405253283302063
58.08247422680412,1.7110694183864914
61.793814432989706,1.5816135084427767
65.31958762886597,1.446529080675422
68.84536082474227,1.3114446529080674
72.37113402061857,1.1819887429643527
75.89690721649484,1.0694183864915572
79.60824742268042,0.9399624765478425
83.31958762886597,0.8273921200750469
86.28865979381445,0.726078799249531
89.44329896907217,0.6416510318949343
