file,gt_distance,mean_error,stddev_error,min_error,max_error,num_points
positions1.json,1.2125,0.2799072198617378,0.08875047594252705,0.16919871761794208,0.4545894462604696,10
positions2.json,2.2125,0.3574726685161431,0.12818383569701433,0.07645417070900438,0.5420071803586616,9
positions3.json,3.2125,0.30770081755103973,0.07681124332817935,0.19477600877619863,0.4454157064562465,10
positions5.json,5.2125,0.5784488661681422,0.12584578876088728,0.21486788512055663,0.8173660064021023,14
