x,y
-90.18556701030928, 0.20825515947467166
-85.73195876288659, 0.25328330206378985
-80.72164948453609, 0.3058161350844278
-76.26804123711341, 0.35834896810506567
-71.62886597938144, 0.4071294559099437
-67.36082474226804, 0.45590994371482174
-63.83505154639175, 0.5065666041275797
-59.93814432989691, 0.5534709193245778
-55.855670103092784, 0.5984990619136961
-52.329896907216494, 0.6472795497185742
-48.43298969072165, 0.6979362101313321
-44.72164948453608, 0.7392120075046904
-41.01030927835051, 0.7786116322701688
-36.92783505154639, 0.8217636022514071
-32.65979381443299, 0.8592870544090057
-27.64948453608247, 0.900562851782364
-22.268041237113394, 0.9324577861163227
-17.072164948453604, 0.9643527204502814
-11.50515463917526, 0.9812382739212008
-5.010309278350519, 0.99812382739212
1.298969072164951, 1
7.7938144329896915, 0.9943714821763602
13.546391752577321, 0.975609756097561
18.927835051546396, 0.949343339587242
23.01030927835052, 0.924953095684803
27.835051546391753, 0.8930581613508443
31.54639175257732, 0.8630393996247655
35.25773195876289, 0.8311444652908068
39.34020618556701, 0.7917448405253283
43.23711340206185, 0.7485928705440901
46.76288659793815, 0.7054409005628518
50.65979381443299, 0.6604127579737336
54.556701030927854, 0.6135084427767354
58.08247422680412, 0.5703564727954972
61.793814432989706, 0.5272045028142589
65.31958762886597, 0.4821763602251407
68.84536082474227, 0.4371482176360225
72.37113402061857, 0.39399624765478425
75.89690721649484, 0.35647279549718575
79.60824742268042, 0.3133208255159475
83.31958762886597, 0.275797373358349
86.28865979381445, 0.24202626641651032
89.44329896907217, 0.21388367729831145
